card1,card2,card3,card4,card5,card6,bet1,bet2,bet3,result
9C,KH,9S,6C,6S,JC,c,r,r,loss
AS,KH,6D,7S,TC,AH,c,r,r,loss
AS,KS,TH,9D,QC,8S,c,r,r,loss
TD,8D,KD,7C,QC,JC,c,r,r,loss
KS,7H,JH,TC,TD,6H,c,r,r,loss
JC,QC,AS,6C,KD,6H,c,r,r,loss
8H,TH,7H,6H,KD,7S,c,c,r,loss
JH,9D,7H,AC,9S,TH,c,c,c,loss
QD,JH,7H,9H,8S,QH,c,r,r,win
KD,9H,TC,TH,KH,KS,c,r,r,win
JC,6C,QH,TC,8S,AC,r,r,r,loss
KC,6D,TC,TD,7S,6S,c,r,r,win
TC,9S,KH,9H,9C,TH,r,r,r,win
QC,QS,KS,JH,9C,8S,c,r,r,win
6D,8H,9S,7H,7S,QC,c,r,r,loss
9H,AC,7D,TS,6H,8H,c,r,r,win
7S,7H,9H,JC,6D,JS,c,c,r,win
7C,6H,AC,9D,TC,JH,c,c,r,loss
KH,JS,TD,7S,AD,8D,c,r,r,loss
6H,7C,TS,6S,KS,AD,r,c,r,loss
6S,QS,QD,8D,TS,7D,c,r,r,loss
7H,7C,6S,QC,QS,QH,c,r,r,win
7H,6S,QH,TS,6H,QC,c,c,r,loss
8S,JS,JH,8C,JD,AC,c,r,r,win
AC,AS,JH,7D,KC,8D,c,c,r,loss
7D,8D,QS,8H,JS,AS,c,c,c,win
QC,6S,TD,JS,AS,QH,c,r,r,win
9H,9D,QC,JS,TC,JC,c,r,r,loss
9S,KC,8C,AH,8D,QH,c,r,r,win
8D,7H,TD,JS,6S,AD,c,c,r,win
8D,QH,6C,6S,8H,AS,c,r,r,win
7C,TS,6H,6C,6S,AS,c,r,r,loss
TC,JC,KH,AH,9S,6C,r,r,r,loss
9H,9C,7C,AS,6C,QH,c,c,c,loss
AH,6C,KH,TD,7S,QC,c,r,r,win
TC,QH,7D,7S,9S,6H,c,r,r,loss
9D,8H,7C,KH,8C,TS,r,c,c,win
AH,6D,JC,8C,QH,6C,c,r,r,loss
KS,9D,TH,9H,9C,7H,r,r,r,loss
8H,QC,AD,6S,9S,TS,r,c,c,loss
6C,8C,QC,QS,TS,QH,c,r,r,loss
JS,7S,6C,7H,TC,6H,c,r,r,loss
8D,QD,KC,KD,QS,JD,c,r,r,win
QH,AC,9H,QD,7C,7H,c,c,r,win
6D,KS,8H,TH,TD,JH,c,r,r,win
KC,QD,QH,7S,JH,AD,c,c,r,loss
7H,AC,JD,6S,TH,KS,c,r,r,loss
KH,6D,AS,7D,QS,9S,c,c,r,loss
7H,KD,7C,6D,JC,TD,c,r,r,loss
TS,9C,TH,KH,QS,KC,c,r,r,loss
9H,AH,TH,KC,QC,KD,c,r,r,win
TC,9S,8S,7H,TD,TH,c,c,r,win
7D,KS,KH,TC,TS,9H,r,r,r,win
9H,9D,9S,JS,TD,7D,r,r,r,win
JD,QH,8H,9D,TH,6H,c,r,r,win
7S,TD,9C,QD,KD,TH,r,r,r,loss
7D,6C,8C,TC,AC,TD,c,r,r,loss
6H,KH,QS,JC,JS,6D,c,r,r,win
9C,KS,QD,6S,8H,8S,c,c,r,loss
QS,6H,TC,KS,JD,8D,r,r,r,loss
8S,AH,8D,KS,8H,9C,c,r,r,win
9S,8H,AH,KS,TD,7C,c,r,r,loss
TD,KD,TC,AC,QC,6H,c,r,r,win
7H,QD,TH,TD,AH,9H,r,r,r,win
8H,KC,9D,QS,JS,TH,c,r,r,win
AD,9S,KH,KC,JS,AH,c,r,r,loss
KH,JH,JS,KS,8H,7S,c,r,r,win
8C,QS,QH,JH,AC,9D,c,r,r,win
9C,QC,TC,9S,KH,QH,c,c,r,win
KC,AS,TC,8S,KH,6S,c,c,r,loss
JD,JH,6S,9H,TH,QS,r,c,r,loss
8H,QS,AD,9H,AS,TS,c,r,r,loss
JH,AC,9S,TC,7C,TD,r,r,r,win
7D,TH,KH,QS,9D,8D,r,c,c,win
JS,7D,7H,JD,KC,TD,c,c,c,loss
9C,QC,KH,QD,JS,AD,c,c,c,win
6C,AH,6D,QS,KC,9H,c,c,c,win
QS,7D,9H,9S,8D,6S,c,r,r,win
QH,AS,QS,JC,AC,9D,c,c,r,loss
8C,7D,6S,7H,TC,KC,r,c,c,win
QS,KH,8C,QD,7H,AC,c,r,r,win
QD,KD,7S,JS,QS,TH,c,r,r,loss
TD,7D,8S,KS,TH,QC,c,c,r,win
8C,KC,KH,JD,QH,6D,c,r,r,win
AS,9H,KH,8S,QC,8C,c,c,r,loss
AS,JH,8D,7D,7H,KD,c,r,r,loss
AC,QC,7C,JC,9H,8C,r,c,c,win
6S,9H,6H,9C,TS,KS,c,c,c,win
KH,9D,6S,7D,8D,KD,r,c,c,win
KH,QC,7C,6D,AH,KD,c,r,r,loss
KD,6C,QH,JS,9D,8H,c,c,r,loss
JD,7S,AD,TC,QH,AC,c,r,r,loss
8S,AD,TD,7S,9D,JC,c,r,r,win
JD,JH,JC,7H,TS,QH,c,r,r,win
6D,TH,KC,QH,TC,6S,r,r,r,win
7C,JD,QS,JH,9D,AD,c,r,r,win
8S,AS,7S,JH,6H,7D,c,r,r,loss
JS,AD,7H,KH,TD,QD,c,r,r,win
8D,8H,QH,TC,KS,QC,c,r,r,loss
8D,6S,AH,9H,7C,8S,c,c,r,loss
AS,KS,AH,TH,7D,QC,c,r,r,win
8S,6C,7S,AS,QS,7H,r,r,r,loss
QD,7C,9C,7S,JC,6C,c,c,c,loss
KC,6C,QC,AS,7D,TH,c,r,r,loss
8S,6H,JD,TD,7S,8D,r,r,r,loss
TC,7S,7H,6S,8S,KH,c,r,r,loss
TH,9H,KD,QS,8D,7H,r,r,r,loss
QS,7H,TD,6C,AC,KS,c,c,c,loss
KD,JC,6H,AC,9H,TS,c,r,r,loss
7D,QH,JC,AD,QS,JS,r,r,r,loss
7C,9D,QD,TC,8S,KH,c,r,r,loss
AC,QC,9S,AD,JH,JD,c,r,r,loss
7H,9C,JC,6H,7S,QD,r,c,r,loss
8D,TD,KS,TC,6C,KD,c,c,r,win
7S,9S,9D,JH,8C,6C,c,r,r,win
8H,9S,JS,6S,9D,7H,c,c,r,loss
TS,AD,8S,7C,8H,TC,c,r,r,win
8H,6C,7H,JH,8C,AD,c,c,c,loss
6H,8C,KH,JD,AS,AC,c,r,r,loss
KH,6S,JC,9C,JH,7H,c,r,r,loss
JS,KD,TD,QC,9C,8H,c,c,c,win
7C,KD,9D,AD,7H,7D,r,c,r,loss
6S,8D,9D,QS,JC,8S,r,r,r,loss
QC,7S,9H,TC,QS,JC,c,r,r,loss
7C,QS,9S,JS,6S,6D,c,r,r,loss
AC,9S,6S,6H,KC,9D,c,r,r,win
AH,JC,AC,TH,7H,6S,c,r,r,win
QS,6C,QC,JC,7H,8C,r,c,c,win
KC,6D,QD,AD,TH,TC,c,c,r,win
8H,9C,9D,JS,KD,JD,c,c,r,loss
8H,JS,6C,KD,8C,7S,c,c,c,loss
TS,AS,QH,JH,8H,AH,c,c,c,loss
9C,AH,JS,9H,QS,6H,c,c,r,win
QH,6S,9C,QC,TC,8C,r,c,r,loss
KD,8S,9D,8H,KH,6C,c,r,r,win
7C,QD,KC,KS,6H,TD,c,r,r,loss
QS,TS,QD,6H,KC,JC,c,c,r,win
6D,JH,9C,TS,8H,TD,r,r,r,win
JD,KC,7S,6S,TD,6C,c,r,r,loss
TD,7C,8D,TS,8S,6C,c,r,r,win
TH,6S,QC,6C,TS,7D,r,c,c,win
KD,JD,6H,TH,8D,8C,c,r,r,loss
6S,QD,AD,7H,JC,KH,r,r,r,loss
9H,QD,QH,JC,AS,8H,c,r,r,loss
TC,7C,JS,9C,6C,TD,c,r,r,win
AS,AC,TC,7D,JS,QH,c,r,r,win
QH,6D,TD,AC,8S,8H,c,c,r,win
AS,TD,QH,8H,9D,6D,c,r,r,win
TS,KD,QS,9H,AS,QC,c,c,r,win
7S,8S,JS,KD,8H,AD,c,c,c,win
8D,6S,8H,AS,7S,QD,c,r,r,win
8D,KS,6C,JD,7H,8S,r,c,c,win
JD,KC,7C,TS,JH,6H,c,r,r,loss
QH,9H,QD,AH,QS,7C,r,r,r,loss
6D,JD,KD,7H,KC,QS,c,r,r,loss
KS,TH,QS,7H,9C,AS,r,r,r,loss
6H,TC,TD,AS,QD,9H,c,c,r,win
9D,QD,8S,7H,8H,AC,c,r,r,loss
6D,AH,TH,7H,AC,8S,c,c,r,loss
7D,9H,AC,9C,TS,6D,c,r,r,loss
AS,QS,9C,TS,QH,7D,r,r,r,loss
6S,7D,QS,7C,7S,JD,c,r,r,win
AC,TC,KD,8C,QD,9C,c,r,r,win
6D,8D,7S,7D,QC,KS,c,r,r,loss
7H,TS,KC,TH,6D,6C,r,c,r,win
TS,JS,KH,AH,JD,AC,c,c,r,win
TC,JS,8S,KD,QS,AD,c,r,r,win
8D,9H,QS,QC,KC,9S,r,r,r,win
7C,JH,7D,JC,6H,TD,c,r,r,win
8H,7C,QS,9S,KS,7S,c,r,r,loss
AC,9H,QH,KC,AS,6C,c,r,r,loss
6D,JC,AH,QS,9C,8D,c,r,r,loss
JC,QD,QH,8S,9H,6H,c,r,r,loss
AC,6S,JD,TH,TS,6D,c,r,r,win
TD,TS,TC,KC,AC,QD,r,r,r,win
8S,TS,8H,KD,7D,8D,c,c,r,win
AC,KH,6D,KD,TH,6S,c,c,r,win
QD,9H,9C,QC,JD,AS,r,c,r,loss
TD,7S,KS,9H,TC,7H,c,r,r,win
6C,8H,KS,QS,7C,AD,c,r,r,loss
8S,TH,AC,9C,AD,KH,c,r,r,loss
8C,9H,JH,KS,QC,8H,c,r,r,loss
KC,QD,KD,QC,JS,6H,c,r,r,loss
6D,7C,7S,TS,KH,AS,c,c,r,loss
7H,8D,9S,JH,KH,6H,c,r,r,loss
7C,TC,6H,JH,AC,QD,c,c,r,win
7H,AH,JD,9H,7C,TD,c,r,r,loss
8D,9H,8C,7C,TH,KS,c,r,r,win
QD,7D,7S,QH,KS,6H,c,r,r,win
AH,6D,8D,7C,QD,JS,c,r,r,loss
7D,KC,9D,TS,JD,AD,c,c,c,loss
QD,KD,JC,8S,AD,TH,c,r,r,win
QD,6C,TC,QC,TS,AH,c,r,r,win
6D,TS,6H,QH,AH,8S,c,r,r,loss
AS,TS,KD,JH,KS,8D,c,r,r,win
QS,9D,8S,6C,9H,TC,c,c,r,loss
9H,8S,AH,8D,KH,KD,c,c,r,win
8S,9H,JS,AD,6D,8D,c,r,r,win
TH,6D,QH,7S,QC,KS,r,r,r,loss
7C,6H,KS,8H,TC,6D,c,c,c,win
TC,JD,KS,QD,7S,JS,c,c,c,loss
QC,7D,6D,8C,JH,QS,c,c,c,win
7D,TC,9H,7C,QH,7S,r,r,r,win
6C,QD,9C,6H,QS,JD,c,c,c,win
6S,AD,9D,8S,8D,TH,r,r,r,loss
JC,AC,AH,9H,8C,JS,c,r,r,win
8S,JS,6H,8D,QS,KC,c,c,r,loss
QS,6D,KS,6C,AH,7C,c,r,r,win
JC,KH,7S,KC,AC,6S,r,r,r,loss
7D,AD,7S,9C,JH,QH,c,c,r,loss
KC,AS,9S,KD,7D,QS,r,r,r,loss
TH,8D,AH,JS,TD,KS,c,r,r,win
JH,QS,QD,JS,8C,6S,c,c,r,win
JD,9C,QH,KS,KC,AS,c,r,r,loss
TC,KS,8D,6S,TH,6D,c,r,r,win
TS,KS,TD,9D,8S,9C,r,c,r,win
AH,7D,8D,KC,QD,QH,c,c,r,loss
KH,JS,JH,TH,8D,QS,c,r,r,loss
JS,7S,JD,QH,9C,AD,c,c,c,win
8S,8C,KH,7S,AC,9D,r,r,r,loss
TS,AS,QD,9D,6S,TH,r,c,c,win
8H,AC,KH,TH,8C,JD,r,r,r,loss
QD,KS,8C,8S,AS,KC,c,r,r,win
QC,TH,TD,7S,9H,AD,r,c,r,win
JD,QC,9D,AD,KD,6S,c,c,c,win
QS,KH,TD,JC,9H,7D,c,r,r,win
8D,7H,KD,JH,7D,8H,c,c,c,loss
8S,JD,8H,TD,TH,TC,c,r,r,win
7D,TC,8D,AD,6H,TS,c,r,r,loss
TS,8D,AC,6H,9S,7C,c,c,r,win
QH,8C,KC,AS,7C,8D,c,c,c,win
TS,JD,AC,6D,7S,AD,r,r,r,loss
AC,6H,7S,6D,TS,8C,c,r,r,loss
TS,QC,AH,JD,9D,KH,c,r,r,win
TS,TC,6H,TH,KC,8S,c,c,c,win
JC,TD,TC,9C,AC,QH,c,r,r,loss
8S,QD,QS,9D,AS,6S,c,c,r,win
7H,6S,6H,JD,8S,KS,c,r,r,loss
8C,9C,QD,QC,JH,7S,c,r,r,loss
7S,AC,JH,AD,KD,9S,r,r,r,loss
QD,AC,KS,6H,KC,TC,r,r,r,loss
7C,AD,QS,8D,TC,6D,r,c,c,loss
QH,AH,QS,9D,7S,6S,c,c,c,loss
7H,9S,8D,QS,AC,8C,r,r,r,loss
AC,TH,6H,8C,8D,QH,c,r,r,loss
KH,9S,7S,AH,QH,6C,r,r,r,loss
QC,7H,TS,KC,6H,QD,c,c,c,loss
AH,QC,7S,AC,9C,7H,c,r,r,loss
8S,TH,9D,6H,TD,6D,r,r,r,win
KH,8C,KS,TC,QC,AC,r,r,r,win
AC,8C,TH,7H,JH,AD,c,r,r,loss
AC,QC,6D,6H,7D,7S,c,r,r,loss
AD,6H,KH,7H,TH,QC,r,r,r,loss
KS,QS,6S,7C,9H,KC,c,c,c,loss
9H,AH,8D,KS,8C,7C,r,r,r,loss
TH,6D,8S,9S,6S,QH,c,c,r,win
JD,QC,7H,JS,9C,AD,c,r,r,loss
QH,7H,8D,AC,6C,7S,r,c,c,win
JD,AC,9D,JH,TH,6C,c,c,r,loss
8C,KC,AC,TS,8S,JD,c,r,r,loss
KC,KS,7H,6H,QC,QD,r,r,r,loss
QS,6H,7D,JS,8C,KD,c,r,r,loss
KC,AH,9D,6H,6S,AS,c,r,r,win
9C,7C,7H,QD,8H,6S,c,r,r,win
8H,9H,7H,8S,8C,6C,c,r,r,win
6H,KC,QC,6D,7C,9S,c,c,c,loss
KS,TS,8D,QD,QC,KD,c,r,r,loss
KD,6C,8H,JH,6H,JD,r,c,r,win
TH,6C,JC,7C,6S,AS,c,c,r,loss
7D,6C,7H,AD,8D,8S,c,c,r,loss
7S,AS,QS,AH,JC,6S,r,r,r,loss
7H,6S,8C,AH,KS,QC,c,r,r,loss
QD,9D,7H,TS,KS,QC,c,r,r,loss
6H,KH,6C,TC,AS,9S,c,c,r,loss
KH,QS,TS,QH,7H,KC,c,r,r,win
JC,AS,KS,TH,JH,AD,c,r,r,win
7D,AH,JS,KC,QC,8C,c,r,r,loss
KD,KS,9C,7D,KC,AD,c,r,r,loss
6H,8C,6C,KC,9C,8H,r,r,r,loss
9S,8D,8H,KC,7D,9H,r,r,r,loss
7H,9H,QH,AD,7S,JD,c,c,c,win
8C,KD,KC,KH,7H,9S,c,r,r,win
7S,QH,KS,6C,JC,7D,c,r,r,win
QC,6C,7S,9S,QD,6D,c,c,c,loss
JH,9D,QD,8D,KH,TH,r,r,r,win
JC,6D,AC,6H,6S,KD,r,r,r,win
KC,7D,TS,AH,AD,9H,c,r,r,loss
AS,QS,KS,9D,QC,7D,c,c,c,win
AH,9H,JH,QH,6C,9D,c,r,r,win
TH,AH,AS,TC,AC,JD,c,r,r,win
AS,KD,QC,TC,TD,JD,c,r,r,loss
KH,KS,QD,7S,9H,JC,c,c,c,win
TC,AC,6C,8D,AS,KD,c,r,r,loss
AS,TH,KD,7D,9D,9C,r,r,r,loss
6C,QH,AS,8S,AD,KS,r,r,r,loss
8C,QC,KS,AC,JH,AD,c,c,r,win
6S,9S,9H,7D,AC,QC,c,r,r,loss
AS,TH,6H,8S,7S,AH,c,r,r,win
7H,TH,QS,6D,JC,6C,c,r,r,loss
8S,7C,AD,7D,TS,JC,c,c,c,loss
TC,KH,8S,7H,AC,7D,c,r,r,loss
KD,TH,QD,QH,AC,KC,c,r,r,win
6D,AC,9S,6H,7C,AH,c,c,c,win
QD,KH,7C,TH,6H,AS,c,r,r,loss
JH,AS,KH,TC,8C,QS,c,r,r,win
7H,7S,JC,JH,8D,6H,c,r,r,win
9D,7C,JS,AS,TS,KC,c,c,r,loss
AC,8S,7S,TC,JH,TS,r,c,r,loss
9S,KC,KS,AH,6C,QC,c,c,c,win
7S,QS,9D,7C,JD,KC,c,r,r,win
AS,QH,7H,7D,6H,9S,c,r,r,win
QC,AD,6H,TH,JH,7H,c,c,r,win
TC,JC,9D,6H,9H,8H,r,r,r,loss
JH,JS,7H,AH,6D,8D,c,r,r,loss
8D,JH,9C,KD,QH,7C,c,r,r,win
JH,8S,QS,AS,KH,AD,c,r,r,win
KC,KS,KD,9D,JD,7H,c,r,r,win
7H,TH,JC,QH,6H,7S,c,r,r,loss
AD,KD,8H,7C,TC,8D,c,r,r,loss
7S,7H,JC,9S,TC,TH,c,c,r,win
JS,8S,JH,KS,QC,KD,c,r,r,loss
JS,JC,TS,QC,QD,AH,c,r,r,win
QH,JC,KD,QD,6D,9H,c,r,r,loss
QS,8C,TC,6C,QD,9S,r,c,c,win
KH,QH,6S,AS,8C,7H,c,r,r,loss
AS,QD,JH,QH,6D,7D,c,c,c,win
9H,AD,KH,9S,6D,KD,c,c,r,loss
JC,AC,6H,7S,QD,JS,r,r,r,win
KD,QC,8C,QS,JH,6H,r,r,r,loss
9D,AC,JC,AD,QH,7H,c,r,r,loss
JC,AD,TS,TH,TC,QH,c,r,r,loss
KS,6C,6H,7H,TS,AS,c,r,r,loss
AC,KS,KC,AH,9H,TC,c,r,r,win
9H,KD,TH,QS,AC,AD,r,r,r,loss
KC,QH,6D,6S,6H,8C,c,r,r,loss
TC,TS,6S,AD,9S,AS,r,c,r,win
8H,TH,KD,9S,KC,JD,c,r,r,loss
6S,KS,6C,8H,TD,AH,c,r,r,loss
AD,6H,QC,QS,KC,9S,c,r,r,win
9D,8D,6D,TC,QC,AS,c,r,r,win
JH,QH,TH,8D,JD,AD,c,r,r,loss
AH,7S,9C,QD,QS,6H,c,r,r,loss
QC,9S,QH,8S,8D,7H,c,r,r,win
AD,7C,KC,9D,6S,7H,c,r,r,win
AH,8C,KC,JD,TC,6C,r,r,r,loss
JD,AD,KS,QD,9S,TS,r,r,r,win
6H,QD,AD,6C,JH,8D,c,c,c,win
QD,AC,AH,AD,KS,JD,c,r,r,win
QS,JS,KD,7H,QH,KH,c,c,r,loss
9D,9C,8C,KD,JC,7D,c,c,c,win
KC,7C,QD,QC,QH,KD,c,r,r,win
KH,9C,KD,6C,JD,6D,c,c,r,win
TD,QS,9D,9S,KS,TC,c,r,r,win
TC,TH,9H,9S,QS,6D,c,r,r,win
QH,9C,JD,9H,AS,TH,c,c,c,win
TS,QS,8H,6S,9C,7S,r,c,c,win
9C,QD,6D,7S,7C,8S,c,r,r,win
9H,AS,8H,8S,AH,QH,c,r,r,win
AC,QC,7D,6C,8C,9C,r,c,c,win
JS,7D,JD,AC,AS,9D,c,r,r,win
8H,TH,9D,6S,TD,6C,c,r,r,win
7S,TH,8S,QS,KH,AS,r,r,r,loss
8C,9H,KS,KH,KD,AS,c,r,r,win
9D,7S,QS,QH,KC,TD,r,r,r,loss
TS,7D,QS,AS,9H,QH,c,r,r,loss
AH,7D,7S,6S,6C,9S,r,r,r,loss
7H,8H,QH,KH,TS,JD,r,r,r,loss
TC,9C,7D,QD,JS,JC,c,r,r,win
7H,9C,KH,AH,JH,JD,r,r,r,loss
JC,JS,KS,KD,QH,QD,r,r,r,loss
JS,8D,AH,KC,KH,9C,c,r,r,loss
7S,7D,QD,7C,KH,9C,c,r,r,win
7S,KC,JD,AC,9H,7C,c,r,r,loss
JC,AC,TH,TD,6S,KH,r,r,r,loss
JC,AS,AD,AC,QS,KD,c,r,r,win
KS,TC,AH,6D,QS,8H,c,r,r,loss
6S,TD,JC,QC,8D,9C,c,c,r,win
6D,AH,9S,9C,AD,7H,c,r,r,win
KC,9S,9H,8C,9C,9D,r,r,r,win
QD,TD,6H,QH,8D,9D,c,r,r,win
8C,QD,JD,TS,9H,9D,r,r,r,win
JC,KH,9C,9S,TD,AC,c,r,r,loss
QD,JD,KC,6H,KS,9D,c,r,r,loss
6C,7C,AD,7H,QH,6D,c,c,c,win
JH,9C,6D,9S,TD,8D,r,c,c,win
QS,6D,9D,7S,6H,7C,r,c,r,win
9H,TH,QS,8S,TD,QD,c,c,r,win
AC,JS,7D,9D,9H,8D,c,r,r,loss
8S,AD,JH,KC,AS,9S,c,c,c,win
8C,8D,9S,KD,TS,TH,c,r,r,loss
9D,7D,QS,AC,TD,AS,c,c,r,loss
6D,7S,TC,9H,6C,KD,c,r,r,loss
KC,TH,TD,QD,8H,AH,c,c,r,win
8H,QS,JC,8D,TH,QH,r,r,r,loss
9H,TS,QS,AD,JC,KD,r,r,r,win
AD,JH,7H,TD,JS,9C,c,c,c,win
JH,6C,7D,AS,KH,7C,r,r,r,loss
TD,8D,KS,8S,JH,TH,c,c,r,loss
TD,7C,7H,8S,QC,AH,c,c,r,loss
9C,9H,KD,9D,7D,JC,c,r,r,win
TC,KH,8H,7H,QD,KC,c,r,r,win
7D,TD,9S,TS,AD,8D,r,c,c,win
9D,JD,8S,KD,TC,7D,c,c,r,win
QC,KH,8C,TS,KC,8H,r,r,r,win
TS,KC,9D,QS,TC,KH,c,c,c,win
6D,8C,8H,KS,7H,8S,c,c,r,win
TS,QD,JH,7D,7H,QC,c,r,r,win
8H,KC,TH,QC,8S,KH,c,r,r,loss
6S,9D,JS,7C,KH,8H,r,r,r,loss
8C,AS,9S,AC,KH,TD,c,r,r,win
6D,8S,AC,7S,6C,8C,c,c,c,win
AC,6D,8H,7C,AS,8D,c,c,r,loss
6C,KS,TC,9S,KC,6H,c,r,r,win
JS,AH,QS,JD,QD,TC,c,r,r,loss
KC,AS,JH,JD,TH,AD,c,r,r,win
KH,AD,JD,QH,QS,TS,r,r,r,win
7S,8S,QD,9D,KC,6D,c,r,r,loss
TD,6H,6C,8S,TH,AH,r,c,c,win
KS,6S,7D,KD,9D,7C,r,c,r,win
7H,TH,9C,QD,7D,KH,r,c,c,win
9S,TC,7S,6H,7C,7H,r,r,r,loss
QD,AS,KC,JS,KH,6S,c,r,r,loss
8D,7D,7S,AD,8C,AH,c,c,r,win
7H,6D,AC,8C,6S,8S,c,c,r,win
QD,9C,JH,QS,7H,7C,c,r,r,loss
7H,7D,QS,9D,KS,AC,c,c,c,win
AC,6C,AS,KS,QH,9H,c,c,r,win
6S,AD,8D,7C,TD,JD,c,r,r,win
KS,8S,AS,TS,JS,7D,c,r,r,win
8H,QD,KH,8D,7C,KS,c,r,r,loss
6S,6C,QC,6D,QS,JD,r,r,r,win
8S,6D,KD,KH,TS,JD,c,r,r,win
8H,JS,KS,8C,KD,AH,c,r,r,loss
TS,KH,9S,7D,AD,AS,c,r,r,win
7D,8D,9C,7C,JS,6H,c,r,r,loss
6S,AD,6D,QC,7C,8H,c,c,c,win
KD,TC,6D,6S,7H,AS,c,r,r,loss
8C,KC,9D,AD,TD,QC,c,r,r,loss
AD,AH,7H,TS,TD,AC,c,r,r,win
JH,8C,JS,6D,6C,KH,c,r,r,loss
7S,6D,JC,AD,KS,8C,r,r,r,loss
QC,TS,8H,6D,QH,8D,c,c,r,loss
TH,TC,7S,7H,9S,QS,c,r,r,win
9H,7S,QH,8C,7C,9S,c,r,r,loss
QH,AD,7S,8C,AH,QC,c,c,c,win
8S,9D,6D,AD,7C,TS,c,r,r,win
KD,JD,QS,AS,KH,TD,c,c,c,win
TS,KD,7C,7H,TH,6C,c,r,r,win
TS,KH,AD,TD,QD,TC,r,r,r,win
TS,QH,7D,8S,KC,AH,c,r,r,loss
7S,AC,KH,6S,QD,TC,c,r,r,loss
8D,TH,6S,QC,AH,9H,r,r,r,win
8H,QH,JS,KC,6D,KH,c,r,r,loss
9H,KD,AC,6C,8D,6S,c,r,r,win
8C,8S,7D,TD,7S,TS,c,r,r,loss
KH,TC,QC,8C,9D,AC,c,r,r,loss
KS,QC,8H,KD,JH,JD,c,c,r,win
TS,9D,AC,7S,6C,8H,r,r,r,win
7C,KS,JH,9H,KH,QS,c,r,r,loss
KD,7H,AH,7D,8D,8S,c,c,r,win
KC,8D,AH,TD,KD,6S,c,r,r,loss
6S,KC,AC,JD,7C,8H,c,r,r,loss
QC,8C,6S,9H,TH,JH,c,c,c,win
JC,TH,8H,JS,7C,QS,c,r,r,loss
QH,6H,KH,TH,8D,JD,c,c,r,loss
QH,KH,KC,6D,TD,9H,c,c,c,win
AC,7H,8D,9H,TC,KS,c,r,r,win
8C,6S,KD,7C,TC,JC,c,c,c,win
9C,TS,7H,7C,6D,KS,c,r,r,loss
JD,7H,TS,AH,9D,JC,c,c,c,win
7H,9D,AS,AH,TC,6D,c,r,r,loss
JD,KH,7C,9H,8S,6S,c,c,r,loss
QD,9C,TD,TH,KC,AS,r,r,r,loss
KC,KD,AH,6S,JD,9D,c,c,c,loss
AH,8C,8H,8D,9C,QS,r,r,r,win
JH,8C,TS,9S,9H,9C,c,r,r,loss
QD,JS,9S,9H,QS,TH,c,r,r,loss
TH,7H,TS,8H,QH,6D,c,r,r,win
8C,TD,9H,QS,8D,KD,c,r,r,loss
8H,JD,AD,6H,KS,JC,r,r,r,win
AC,TH,KD,JS,JH,QC,c,r,r,win
QC,9S,8S,9C,JH,AC,c,c,c,win
JD,AD,7D,8C,8H,6C,c,r,r,loss
7D,JD,9H,7H,JS,JH,c,r,r,win
QH,8S,JH,JC,7C,AD,c,r,r,loss
TD,AC,7H,KD,AS,8D,c,c,c,win
TH,JD,8S,KH,6C,AD,c,r,r,loss
8D,JS,QS,6C,8S,9C,r,r,r,loss
8C,QH,6S,KH,8H,7S,c,c,r,loss
AH,QD,KH,AD,AC,9D,c,r,r,win
JC,JS,TD,AC,7H,6S,c,c,r,loss
AH,QH,7C,9H,8H,JC,c,r,r,loss
JC,TD,TH,8C,QC,AD,c,r,r,loss
TC,KS,9D,8D,AD,KC,c,r,r,win
JH,8D,8S,JS,TD,7H,r,r,r,win
6C,JC,AD,7S,6H,7D,r,r,r,loss
9S,9H,6C,JD,AS,QS,c,r,r,win
QC,TH,9S,TD,KD,8C,c,c,r,loss
KD,TH,AH,6C,6H,9D,c,r,r,loss
JH,8D,7C,9S,TD,AD,r,r,r,win
KD,7S,JH,7C,9H,QC,c,r,r,loss
8D,JD,KD,KC,8H,9D,c,r,r,win
8C,6H,KD,AH,KH,JC,c,r,r,loss
TC,6S,JC,8C,AH,TD,r,r,r,win
JD,6H,JS,KC,QC,9D,r,r,r,loss
TS,TH,7C,6D,AC,QH,c,c,c,win
8H,7S,6H,KH,KD,JD,r,r,r,loss
TC,9S,QC,QH,JD,QS,c,r,r,win
KD,AS,AH,6D,KC,AC,c,c,r,win
AS,8S,9D,QS,AC,QH,c,c,r,win
JH,AD,JS,7H,9D,KC,c,r,r,loss
KD,6C,8H,AS,9D,TS,c,c,r,loss
TS,JC,7C,6C,TH,JD,r,c,r,win
6D,9H,6H,9S,8D,7H,c,r,r,win
KH,9C,7H,7D,JC,8C,c,r,r,loss
7H,AH,TS,7C,JC,JH,r,c,r,loss
7H,9H,KD,6D,6H,8C,c,r,r,loss
7C,TH,AS,QC,AH,TS,r,r,r,loss
7C,6S,8H,7D,JS,JD,r,c,r,win
7C,8S,9H,7H,TH,8H,c,r,r,win
AD,8C,9D,TC,QH,JS,c,r,r,win
QD,AH,7S,9C,AD,TH,c,c,r,loss
TH,TD,9S,KH,JD,KD,c,c,r,win
JS,JD,8D,6C,QS,AH,c,r,r,win
QH,8D,TD,KC,6H,8H,c,c,r,loss
AC,9S,AS,AD,JS,QH,c,r,r,win
