card1,card2,card3,card4,card5,card6,bet1,bet2,bet3,result
8D,KS,TH,AD,QH,9S,c,c,c,loss
AD,JH,6C,TS,AS,AH,c,c,c,win
QS,9S,7D,8D,9D,AC,c,c,c,loss
JD,TS,AH,7D,QC,9S,c,c,c,win
TH,AD,TS,AC,6S,9D,c,c,c,win
JH,JD,7D,QH,TC,6S,c,c,c,win
9H,QD,AS,7S,9D,9S,c,c,c,win
9D,QC,7C,9H,6S,6D,c,c,c,win
QS,9C,AH,8C,6S,7H,c,c,c,win
TH,TC,AS,KC,9H,AH,c,c,c,win
6C,7S,QC,JD,TD,TS,c,c,c,win
KS,TH,TC,8D,KD,JS,c,c,c,win
8S,TH,AS,KC,AH,AD,c,c,r,loss
KH,JC,QS,8H,7S,9D,c,c,c,loss
7S,TH,6D,8C,TC,KS,c,c,c,win
KD,KH,QC,8H,AS,TH,c,c,c,win
6H,AC,8H,9S,JS,AH,c,c,c,win
9C,TD,QS,TH,KD,JD,c,c,c,win
7C,AS,QD,9H,QS,8S,c,c,c,loss
TH,8H,QH,TC,QC,QS,c,c,c,loss
7D,QC,9C,AS,JS,9D,c,c,c,loss
QH,TD,6S,KC,6H,TC,c,c,c,win
QS,8D,6C,QD,6S,TH,c,c,c,win
6C,TD,QS,8H,JC,6H,c,c,c,win
9H,7H,6D,8C,6H,9S,c,c,c,loss
JD,6C,TD,6D,KH,8H,c,c,c,win
AD,JD,7D,KC,8C,JH,c,c,c,win
8S,QH,KD,7C,6S,8D,c,c,c,win
7C,TH,7S,8D,AH,6H,c,c,c,win
9H,8C,AD,QC,TH,7D,c,c,c,loss
QC,KC,QS,TD,8S,TC,c,c,c,win
TS,TH,6D,JS,9S,QH,c,c,c,win
AC,JH,QC,KH,JS,QS,c,c,c,win
JS,TD,9C,6S,8H,8S,c,c,c,loss
KC,TS,QS,7C,9S,TH,c,c,c,win
TS,7S,9C,KD,JS,JD,c,c,c,win
8H,8S,JS,AH,9H,9S,c,c,c,win
TH,7S,TS,TD,9H,JD,c,c,c,win
QC,AD,6S,7S,QH,8H,c,c,c,loss
TD,TS,8S,7D,6D,9S,c,c,c,win
6D,QS,7H,JH,QH,KC,c,c,c,win
TS,AH,7C,6D,TH,8C,c,c,c,win
JC,QS,AC,QH,8S,9C,c,c,c,loss
KC,6C,JD,TS,AD,KH,c,c,c,win
JH,JD,9H,KD,QS,8S,c,c,c,win
9D,8C,QC,JS,TD,TS,c,c,c,win
7H,JD,8D,6D,TS,9H,c,c,c,loss
KS,QC,QH,AS,9S,KH,c,c,c,win
7S,JD,7D,JS,QS,KD,c,c,c,loss
7D,AS,TH,9S,JD,AD,c,c,c,loss
7C,QC,7H,9H,KD,8S,c,c,c,loss
QD,TC,9C,AS,AH,8C,c,c,c,win
TS,AD,8D,8C,KH,JH,c,c,c,win
KC,9C,6D,8H,AS,7C,c,c,c,loss
TS,AC,9D,AD,TD,KS,c,c,c,loss
KH,9S,TC,KC,QD,AC,c,c,c,win
KH,QC,QS,KD,6C,QD,c,c,c,win
QC,KS,6S,AD,8C,9C,c,c,c,loss
AC,9S,AS,KH,QS,QC,c,c,c,loss
7D,KS,AD,8C,9C,TD,c,c,c,loss
KH,8S,6S,9D,7S,QS,c,c,c,win
8C,8S,9S,QS,JC,6S,c,c,c,win
TS,JD,KD,8S,KH,KS,c,c,c,loss
8S,9C,QC,TH,7H,7D,c,c,c,loss
6D,AC,7S,9C,8D,JC,c,c,c,loss
AH,8H,AD,6C,TH,AS,c,c,c,win
JC,9H,TD,JD,JH,6D,c,c,c,loss
6S,JH,8H,JD,TS,8D,c,c,c,win
7C,9H,KS,AC,8C,QH,c,c,c,loss
KD,9S,9D,7C,6H,7D,c,c,c,win
9H,AS,QH,7S,AH,QD,c,c,c,win
8C,AC,AH,JC,8H,JD,c,c,c,win
KD,8D,TH,JC,JS,7D,c,c,c,loss
AS,9H,6S,7C,QD,9D,c,c,c,loss
TC,6H,9S,AH,JD,QS,c,c,c,loss
JD,9S,6H,8C,KS,AD,c,c,c,loss
7D,8H,9C,KS,8D,TS,c,c,c,win
AC,8S,6D,6H,7D,9H,c,c,c,win
TD,6S,AH,QS,KC,9S,c,c,c,loss
8H,9S,KD,TC,AD,QH,c,c,c,loss
9C,KC,8S,7H,9D,9H,c,c,c,win
7S,8D,TD,AC,JS,QS,c,c,c,loss
8H,9D,AC,AS,JH,AH,c,c,r,loss
AS,9D,QS,QH,8C,9C,c,c,c,win
JD,9H,9C,9S,TH,6D,c,c,c,win
KC,9H,7H,QS,8S,6H,c,c,c,loss
KC,8D,AS,9H,AH,9S,c,c,r,loss
9C,7H,KS,QS,9S,TD,c,c,c,loss
AD,JH,QS,TH,KC,QD,c,c,c,loss
9H,8S,TH,7H,6S,8D,c,c,c,win
8D,6S,9D,AC,TH,TS,c,c,c,win
AC,TH,9H,AH,6S,6C,c,c,c,loss
AH,TD,7D,QH,6D,TH,c,c,c,win
7D,KD,7S,KC,8S,TS,c,c,c,win
AH,KD,JH,KH,JD,QH,c,r,c,loss
QC,KC,TD,7D,7C,AD,c,c,c,loss
7S,9S,6C,9C,AD,KH,c,c,c,loss
9D,9H,JH,9C,6D,TS,c,c,c,win
8C,9D,7H,AD,9C,6H,c,c,c,win
QH,QS,9H,9D,7D,6S,c,c,c,loss
8D,TC,QS,6C,7C,6S,c,c,c,win
QD,JH,6S,QH,6C,9S,c,c,c,win
6D,6S,8C,9D,QS,TC,c,c,c,loss
9C,KD,TH,9H,AD,8C,c,c,c,loss
9C,6C,7H,9S,QH,8H,c,c,c,win
AH,8D,AD,TH,KS,AC,c,c,c,win
6D,TC,QD,9D,JS,8D,c,c,c,win
8S,6S,JD,8D,AC,TD,c,c,r,loss
TD,KS,7C,8D,AC,KH,c,c,c,win
7H,TC,9S,9H,6C,7D,c,c,c,loss
7D,AS,9C,JH,6H,8H,c,c,c,loss
7D,AC,9H,9C,TH,TD,c,c,r,loss
7D,7H,9D,6C,KS,AC,c,c,c,loss
TC,TD,7H,9S,9H,QH,c,c,c,loss
8S,7S,7D,QD,9C,JC,c,c,c,loss
7S,9H,AH,KS,8D,KD,c,c,c,loss
QC,9D,9H,QD,JC,6H,c,c,c,win
AC,6D,9D,6C,KD,AH,c,c,c,win
7D,6S,KC,QS,8H,TD,c,c,c,loss
JC,QD,9D,7S,9S,TC,c,c,c,loss
TH,8H,7S,JS,8C,AD,c,c,c,win
9S,TC,9D,JH,7H,QH,c,c,c,win
TS,QS,KD,KS,QD,7H,c,c,c,win
8C,QC,AS,7H,AH,9H,c,c,c,win
QH,AH,TH,QD,TC,6S,c,c,c,win
7S,JC,9D,AC,6H,KD,c,c,c,loss
QD,QS,JS,6D,TS,AD,c,c,c,loss
6D,JD,KH,AC,6C,AS,c,c,c,loss
JC,6D,7D,8C,TS,7C,c,c,c,loss
QH,9C,JD,AH,AC,TD,c,c,c,win
TC,AS,QS,JH,QC,9C,c,r,c,loss
9H,7C,8C,KC,AH,QH,c,c,c,loss
6H,6C,8S,9D,KC,TH,c,c,c,loss
TH,9D,JS,KD,7S,AS,c,c,c,loss
6D,TD,7C,6S,QD,6C,c,c,c,win
QD,9C,9S,8H,JS,TC,c,c,c,win
8C,KS,JC,9H,8S,AC,c,c,c,loss
KC,9H,6D,KS,AD,7D,c,c,c,loss
TD,9C,9S,8C,TC,QD,c,c,c,loss
QH,9S,6H,6S,TH,9D,c,c,c,loss
KD,9H,TH,7H,KC,9S,c,c,c,win
TH,7S,6S,AH,AD,KS,c,c,c,win
TC,AH,QC,8H,TH,AC,c,c,c,loss
QD,6H,QC,6C,8D,KC,c,c,c,loss
QS,6D,9D,KD,6S,TS,c,c,c,win
QC,9H,JS,AH,9C,6D,c,c,c,win
QD,JC,9C,JH,AC,8S,c,c,c,loss
7S,9S,KS,QS,KD,8S,c,c,c,win
QH,8S,7H,TC,TD,AS,c,r,c,loss
QS,JD,9C,QC,QD,6H,c,c,c,win
JC,7D,KC,TH,6S,7C,c,c,c,win
8S,7H,KS,TS,6H,KD,c,c,c,loss
JH,9H,QD,JS,9D,9S,c,c,c,win
JH,JC,KH,KS,8S,AH,c,r,r,loss
AD,8H,7C,JD,8C,QC,c,c,c,loss
6C,8S,JH,KS,TC,7C,c,c,c,loss
TC,JS,9C,JH,7S,AC,c,c,c,win
7D,7H,QH,TC,9C,QD,c,c,c,loss
7D,TS,9C,QS,7C,TD,c,c,c,win
TD,JH,KC,7D,KD,7S,c,c,c,loss
JD,8S,JS,JC,TC,QS,c,c,c,win
6C,AD,QC,TC,TH,QD,c,c,c,win
TC,JC,JS,KH,7S,6S,c,c,c,win
6H,QS,QH,JC,AS,8C,c,c,c,loss
8D,TC,6C,7S,AH,TH,c,c,c,win
TD,KD,KS,9H,QS,AH,c,c,c,win
JS,TD,6D,AD,8H,6S,c,c,c,loss
JH,QS,AD,JD,JC,6S,c,r,r,win
TC,8S,QC,TS,KH,AH,c,c,c,loss
AH,9C,KD,7H,7S,TD,c,r,c,loss
QH,8S,7S,8C,KS,JS,c,c,c,loss
TD,QC,JC,JD,8H,9D,c,c,c,loss
6H,KH,AC,9C,6D,7S,c,c,c,loss
6C,6S,KC,6D,JD,KS,c,c,c,win
9S,TC,7D,TD,QH,TS,c,c,c,win
AC,TH,9D,6S,KC,8C,c,c,c,win
KS,6C,7C,JD,7D,8C,c,c,c,loss
KS,JS,6S,7H,KC,6C,c,c,c,win
JS,KS,QS,7H,AC,9D,c,c,c,loss
AD,TD,7S,QD,TC,9C,c,c,c,loss
9S,KH,9H,8S,JC,TS,c,c,c,win
KD,AC,QS,AH,TS,KC,c,c,c,loss
KC,JS,8H,8C,KD,7H,c,c,c,win
AH,JC,JH,7D,9H,9S,c,c,c,win
8D,QH,KS,6C,AC,TC,c,c,c,win
TS,JD,7D,8S,KC,KD,c,c,c,win
QD,9D,AH,TS,AC,AD,c,c,c,loss
QD,7S,6S,8H,9C,7C,c,c,c,loss
JH,KD,QC,7S,7H,6D,c,c,c,loss
9C,JD,9S,6C,TC,KD,c,c,c,loss
9S,KD,9D,TC,KC,AS,c,c,c,win
9D,8C,9C,QC,TC,9S,c,c,c,loss
AD,7S,9H,KH,7H,QD,c,c,c,loss
6D,AD,QH,8H,TH,8D,c,r,r,loss
KS,KH,6S,8S,AS,6D,c,c,c,win
8C,7S,7D,9S,6H,TH,c,c,c,win
QS,7D,7H,KC,9S,6C,c,c,c,loss
TC,AC,9S,AS,9C,AH,c,c,c,win
AH,7S,6D,6C,AD,KD,c,r,c,loss
JS,QS,KC,TD,7D,AC,c,c,c,win
6S,QH,KH,7C,8H,JH,c,c,c,win
AS,TD,7C,QH,9H,QC,c,c,r,loss
JC,8S,KD,AS,9H,JD,c,c,c,win
JS,QS,TD,7H,8C,6D,c,c,c,loss
6C,7H,AD,TD,JH,AS,c,c,c,loss
7H,6D,7D,9D,9S,KS,c,r,c,loss
AS,8S,7C,AH,TH,TD,c,c,c,win
QH,AS,QS,JH,AC,9S,c,c,c,win
TC,KD,6H,7S,QH,8S,c,c,c,loss
TD,QC,AD,KD,AS,JH,c,c,c,win
6C,7C,JH,AC,JC,QC,c,c,c,win
9D,9H,KS,9C,6H,6C,c,c,c,win
6D,6C,9D,KD,QD,AC,c,c,c,win
TH,KH,AH,TD,9D,8D,c,c,c,win
7C,TD,TC,QC,JH,6D,c,c,c,win
AH,AC,JC,JS,TC,7H,c,c,c,win
8H,TC,TS,AD,6S,QH,c,c,c,win
9H,KD,QH,9C,7D,KH,c,c,c,loss
TD,7S,JS,TC,QS,8D,c,c,c,win
6H,TC,AD,JD,6S,7H,c,c,c,win
QS,JH,KS,9H,6H,7S,c,c,c,loss
7S,9S,9C,AD,8S,AH,c,c,c,win
KH,QC,TH,8D,JH,QH,c,c,c,win
AD,6C,QC,TD,6H,8S,c,c,c,loss
TC,AH,QS,7D,7S,JH,c,c,c,loss
AD,6C,QH,TS,9D,KC,c,c,c,loss
7S,8C,JS,TS,6S,7D,c,c,c,loss
KC,TC,7S,KS,QH,AH,c,c,c,win
QS,KC,8H,6S,QD,9D,c,c,c,win
8C,KC,8H,JS,TH,QH,c,c,c,loss
JC,TS,KC,QH,KS,9H,c,c,c,win
QH,AC,6D,9D,9C,9S,c,c,c,win
JC,7H,6C,KH,7S,JH,c,c,c,win
AS,AC,7S,6C,AH,KH,c,c,c,win
KH,JC,7C,9H,TH,JD,c,c,c,loss
KD,TD,JH,8D,TH,KC,c,c,c,win
9D,6D,AD,7S,8C,JC,c,c,c,win
6H,9S,QS,7D,KC,TH,c,c,c,win
KS,6H,AH,9C,9S,JS,c,c,c,loss
AC,8H,6H,9C,9S,TH,c,r,c,loss
TS,TC,7S,9H,8S,KC,c,c,c,loss
6H,AC,6D,AS,AH,7C,c,c,c,win
7D,JS,QS,7S,8H,TC,c,c,c,loss
7D,AC,KH,7S,9H,9C,c,c,c,win
KS,KC,JH,TC,QD,6C,c,c,c,loss
9C,QC,JH,7C,AD,QS,c,c,c,win
6S,TS,9H,AC,TD,9S,c,c,c,win
AD,TH,TC,7H,JC,9H,c,r,c,loss
AH,7H,JH,9S,7C,KC,c,c,c,loss
9S,QC,8H,7C,6S,9H,c,c,c,win
7S,QH,KH,TD,QS,7D,c,c,c,loss
AC,8D,7S,6C,JS,8S,c,c,c,win
TD,9D,9C,KC,7D,6H,c,c,c,win
8S,8H,KC,TC,6D,TD,c,c,c,win
QH,TD,TS,6H,JS,JH,c,c,c,win
JS,QS,AC,KC,QD,AS,c,c,c,loss
QD,AD,TH,KD,7S,7C,c,c,c,win
JD,9H,7H,7D,KS,TC,c,r,c,loss
KS,6H,QS,7C,JH,TD,c,c,c,loss
6C,6D,TC,AS,JC,9C,c,c,c,loss
AS,KC,QS,JH,TC,7S,c,c,c,win
AC,AS,AH,TC,9S,QD,c,c,c,win
AC,KC,TC,KD,QD,6C,c,c,c,loss
KS,KC,AC,AH,9C,JH,c,c,c,win
7H,TC,7D,9D,AH,8C,c,c,c,win
9S,TD,QH,9C,9D,JC,c,c,c,win
AC,7C,JH,AS,8S,6S,c,c,c,win
9D,9H,AS,AD,AC,6S,c,r,c,win
KD,KS,6D,6C,KH,QC,c,r,c,win
TH,6H,QC,QS,6D,8C,c,c,c,win
6D,AH,6S,KH,JC,TS,c,r,c,loss
TH,KH,7H,JH,QS,6C,c,c,c,win
KS,7S,AC,8C,TH,TC,c,c,c,win
AH,6C,9S,8S,JH,7S,c,c,c,win
QH,QS,KC,JD,AS,6D,c,c,c,win
8S,AH,JC,TD,9S,JS,c,c,c,loss
JH,QC,7D,6C,9C,9D,c,c,c,loss
JS,7H,7D,QD,8D,8C,c,c,c,loss
AD,7S,TD,9S,8C,QC,c,c,c,loss
QH,6S,AD,QC,7H,9H,c,c,c,win
AD,9H,TS,8C,AH,QS,c,c,c,loss
AH,7C,KD,9D,JC,JS,c,c,c,loss
TC,KD,7D,QS,9D,TD,c,c,c,win
6D,7D,JS,TH,TC,TD,c,c,c,win
8S,KH,AS,8D,9S,TS,c,c,c,win
9S,9H,TH,8C,AD,JD,c,r,c,loss
TH,9D,9S,6S,7C,TS,c,c,c,win
KC,QD,QS,JD,6C,AD,c,r,c,loss
7C,KC,7H,KH,JD,AH,c,c,c,loss
QC,8H,6S,9H,TD,KD,c,c,c,loss
6C,6H,TS,7D,JD,QS,c,c,c,loss
KC,JS,9H,8H,TC,TS,c,c,c,loss
7D,9D,7C,6D,9H,TS,c,c,c,win
8D,9C,AD,TC,KC,AC,c,c,c,loss
KH,TH,JS,8S,QH,QS,c,c,c,loss
9D,9S,TD,AD,8D,JS,c,c,c,loss
TS,6C,TD,AH,TC,KS,c,c,c,win
AH,JS,JD,6H,KD,AS,c,c,c,loss
AD,AH,6C,AS,9S,8H,c,c,c,win
6H,QH,JS,TH,6D,8S,c,c,c,loss
6D,JS,JD,KD,7C,KH,c,c,c,loss
KD,QD,7H,AD,6H,TS,c,c,c,loss
JS,AH,JD,8D,7C,6C,c,c,c,loss
6H,9H,JS,9C,6D,TD,c,c,c,win
8C,KC,JS,AD,QC,JD,c,c,c,win
QH,JC,JS,TS,9H,9S,c,c,r,loss
TD,QH,9S,7S,8S,QD,c,c,c,win
6D,QC,JD,JC,9C,6S,c,c,c,win
TC,9H,KC,TH,6S,QD,c,c,c,win
8D,7S,AH,7D,KD,QC,c,c,c,loss
9C,TH,6S,KH,AD,9H,c,c,c,win
KH,QH,8H,9C,AH,AS,c,c,c,loss
9C,AS,AD,JH,KC,QD,c,c,c,loss
9S,9D,7D,KH,AH,7C,c,c,c,loss
TC,AS,KD,6D,JH,QD,c,c,c,win
KS,7S,TH,7D,8D,AC,c,c,c,loss
TD,6H,JS,9S,8C,7S,c,c,c,win
8S,6C,AH,8C,9S,8H,c,c,c,win
TC,JD,QS,JC,AC,QD,c,c,c,loss
JH,AS,TS,TH,AD,JC,c,r,c,loss
AC,9H,7C,8C,KC,6H,c,c,c,loss
8C,9D,6C,KH,JC,AH,c,c,c,loss
8S,6S,7H,6C,9D,AC,c,c,c,loss
JS,AH,TC,8D,6H,TS,c,c,c,loss
8S,AC,6H,9H,9S,KC,c,c,c,loss
8S,JD,KC,7D,9C,KD,c,c,c,loss
QC,7S,KC,QS,QD,JS,c,c,c,win
8H,QC,AH,QD,AS,6C,c,c,c,win
6C,JD,AD,KS,8H,7C,c,c,c,loss
7D,AH,AC,6D,KH,7S,c,c,c,win
TD,JC,7D,8S,9D,7C,c,c,c,win
JC,TD,7D,TH,9S,TC,c,c,c,win
AD,AC,AS,TD,AH,8S,c,c,c,win
QD,AD,8H,KH,JD,AS,c,c,c,win
9D,AH,7S,6S,AD,8C,c,c,c,loss
TS,8D,AC,AH,JC,7D,c,r,c,loss
AS,QH,QS,TC,7C,AH,c,c,c,win
TS,TC,QD,8C,AC,7C,c,c,c,loss
7H,AH,QD,7D,6D,6S,c,c,c,loss
6H,8C,QC,7H,KH,6C,c,c,c,win
QD,JS,QH,8D,9H,7C,c,c,c,loss
8H,6C,6S,7S,KD,KH,c,c,c,win
8H,8C,JD,QS,AD,7S,c,c,c,loss
KH,6C,7H,AC,AS,8D,c,c,c,loss
9D,7D,9C,TD,8C,KH,c,c,c,win
TC,7H,JC,AC,AS,AD,c,c,r,loss
7H,KS,AC,6H,KC,JS,c,c,c,win
KH,7C,AH,7D,9H,KC,c,c,c,win
6C,7D,AS,6H,QS,QC,c,c,c,loss
9S,7C,AD,AC,AH,JC,c,r,r,loss
QS,JC,8C,JD,JH,7D,c,c,c,win
TD,6D,QH,AC,8H,7D,c,c,c,loss
9D,KC,6H,AH,TS,AS,c,c,c,loss
9C,7D,6C,8S,9S,AC,c,c,c,loss
8D,QC,QS,AD,9H,8C,c,c,c,loss
TH,AH,7H,KD,JS,6H,c,c,c,win
AH,8D,TH,8C,6H,KH,c,c,c,win
AS,9H,AD,6H,TC,QH,c,c,c,win
JS,AH,QC,JH,AS,8D,c,c,c,win
TH,KD,QH,9S,6D,KH,c,c,c,win
7H,9C,KS,8S,JD,KC,c,c,c,loss
AD,8C,6S,JD,7H,TD,c,r,c,loss
QC,TD,8D,KH,TC,QD,c,c,c,win
7H,9D,9S,JH,AH,QS,c,c,c,loss
JS,AD,QD,TD,7H,KH,c,c,c,win
JC,7S,QS,QD,9S,AS,c,c,c,win
KH,9D,9S,AS,QD,AH,c,c,c,loss
6S,8H,JC,AS,8D,6C,c,c,c,win
QH,JH,6D,7S,AS,QD,c,c,c,win
AD,6C,JD,AC,6D,7D,c,c,c,win
9C,6C,JH,8D,QH,AH,c,c,c,win
7D,TH,AD,6D,TS,JS,c,c,c,loss
TH,9H,QC,JS,KD,7C,c,c,c,win
TC,AD,AS,AC,7H,9S,c,c,c,win
6C,JC,QC,6H,9H,7C,c,c,c,loss
6C,7C,KD,JH,AH,9H,c,c,c,loss
6H,TH,JD,7D,KC,QH,c,c,c,loss
QH,TD,JS,9C,AS,AD,c,r,r,loss
TD,KD,KC,9S,6C,6D,c,c,c,win
7C,TS,8C,8D,KS,8H,c,c,r,loss
TC,QD,7D,QS,KC,7C,c,c,c,loss
JH,TH,AC,7C,AD,KH,c,c,c,loss
8S,6S,8D,AC,TS,7H,c,c,c,win
9C,QH,7S,9D,TH,JH,c,c,c,loss
9D,TS,TH,AS,7S,9H,c,c,c,loss
TC,QC,TH,AS,QS,JH,c,c,c,loss
QC,TS,TC,9C,7H,6H,c,c,c,win
KD,JD,8S,9S,TH,7S,c,c,c,win
9D,9H,8C,KH,9S,KD,c,c,c,win
8H,TD,QD,9D,6S,6H,c,c,c,loss
QD,AS,KH,KS,AD,JC,c,c,c,loss
TD,QH,8D,KD,TH,9D,c,c,c,win
JS,QD,9C,7S,6D,JC,c,c,c,win
KC,9D,JS,QS,8S,JD,c,c,c,loss
KH,8H,KD,AD,9H,9C,c,c,c,win
JH,9H,8C,TD,KS,9D,c,c,c,win
8H,TH,6D,7H,8C,KC,c,c,c,win
QD,7D,TS,6H,8H,8S,c,c,c,loss
8H,7S,8C,6H,JS,JH,c,c,c,win
JS,QC,TD,KD,KH,8H,c,c,c,loss
AS,JS,8D,TC,QC,6C,c,c,r,loss
6S,QD,7S,AH,AC,9D,c,r,c,loss
JH,JC,TC,6D,TS,8S,c,c,c,win
8C,QC,JD,KC,8H,KS,c,c,c,loss
TS,AD,AS,QC,6S,9H,c,c,c,loss
TH,JH,AC,7C,KC,QD,c,c,c,win
QH,KS,TH,8D,KC,8H,c,c,c,win
9C,9S,AS,KS,6H,7S,c,c,c,win
9S,KC,6S,QH,8S,6H,c,c,c,win
6C,JS,TS,8C,AC,6S,c,c,c,loss
7C,8H,TC,KC,AS,AD,c,c,c,loss
9S,AS,TC,7S,AC,8H,c,c,c,win
8H,JC,AD,9H,QD,9D,c,c,c,loss
KD,TC,TS,AD,QH,JS,c,c,c,win
6C,9C,QC,8D,TD,7S,c,c,c,win
AD,8D,6D,7S,8S,JD,c,c,c,win
TD,6D,QS,AS,TS,6C,c,c,c,win
7H,9S,TH,8D,JS,9H,c,c,c,win
7C,8H,8S,7S,JH,AD,c,c,c,win
9C,KS,KC,TS,8D,AS,c,c,c,win
QS,6D,QC,9S,AH,7H,c,c,c,loss
7D,7C,JC,8C,9D,AD,c,c,c,loss
KD,AH,TC,AC,9S,QC,c,c,c,win
TD,JH,8H,KD,QD,8S,c,c,c,win
7D,9C,AS,9H,QC,QH,c,c,c,win
JS,QD,7S,8H,9D,7C,c,c,c,win
JC,TH,QS,6D,8D,KC,c,c,c,loss
TD,JC,6H,KS,7C,TC,c,c,c,win
TH,9C,KH,8S,QS,6H,c,c,c,loss
KS,QS,JD,6D,7H,6H,c,c,c,loss
TC,8S,6S,JH,AD,QD,c,c,c,loss
6D,8H,9D,KS,7S,9H,c,c,c,loss
9H,8S,8C,AD,TS,JS,c,c,c,win
QS,AS,JC,7D,TH,6S,c,c,c,win
9S,KD,TS,QH,8S,JH,c,c,c,win
QC,9H,KD,7H,TH,AD,c,c,c,loss
7D,8C,QH,8D,6C,9D,c,c,c,loss
TC,KS,JC,8S,7D,KC,c,c,c,win
TS,AC,6C,KD,7D,JH,c,r,c,loss
JS,JC,6C,8H,8D,QD,c,c,c,win
9C,AS,8C,AD,6C,8H,c,c,c,win
JS,KS,6S,9S,8C,QD,c,c,c,loss
TS,9C,8H,7C,AS,KD,c,c,c,win
TS,KD,KH,KC,KS,9H,c,r,c,win
6H,QS,9C,8H,KS,JH,c,c,c,loss
QS,6C,9H,AD,TS,7D,c,c,c,loss
JC,7H,9C,8C,6H,JD,c,c,c,win
KC,TH,8S,8H,AS,QD,c,r,c,loss
9D,7D,7S,QS,TH,6H,c,c,c,win
AD,7H,TS,JS,7D,8D,c,c,c,win
6D,7C,9H,6S,KH,9S,c,c,c,win
AH,AD,6D,8H,JH,KD,c,c,c,loss
KD,AC,9H,6C,8S,7C,c,c,c,loss
QD,7D,9H,KC,8H,8D,c,c,c,win
QS,8S,6C,KD,QH,KC,c,c,r,win
JH,TH,JC,AD,KS,7S,c,c,c,loss
9C,KH,QS,6H,QH,JC,c,c,c,loss
TS,8S,9S,TD,JS,AS,c,c,c,win
7S,QS,7C,JH,KS,TD,c,c,c,loss
TD,KS,6D,9C,TH,KD,c,c,c,win
8S,TH,JC,KH,8H,AD,c,c,c,loss
7C,QH,KD,JC,TC,QC,c,c,c,loss
KH,9H,QS,KC,7S,JS,c,c,c,win
7H,9H,6D,8S,JS,TS,c,c,c,win
9S,JD,7D,AS,KC,7S,c,c,c,loss
TC,8C,TD,7H,9C,KS,c,c,c,win
8S,QC,TS,AC,QH,KH,c,c,c,loss
6S,AH,9H,AD,6H,KH,c,c,c,win
TD,TH,AC,7D,QS,JD,c,c,c,win
JS,KD,AC,KH,KC,8S,c,c,c,win
TS,QH,JS,AC,7H,8C,c,c,c,win
AH,JH,AS,7D,TS,9S,c,c,c,win
AH,QS,8S,KC,6S,TD,c,c,c,loss
AH,9S,AD,8H,9D,TC,c,c,c,loss
6C,6S,JD,TH,9H,7S,c,c,c,loss
6C,9C,JS,8D,KS,8H,c,c,c,loss
8H,7S,6D,9D,KH,6H,c,c,c,loss
AH,AC,8S,JD,7H,JS,c,c,c,win
AH,AD,JC,6S,TD,7D,c,c,c,win
8C,7S,QS,AS,QC,9S,c,c,c,loss
JD,KC,8C,AD,JC,QC,c,c,c,win
KH,AS,7C,9H,8S,9D,c,c,c,loss
9S,AH,9D,8S,JS,TD,c,c,c,loss
6H,7C,6S,AD,9C,9D,c,c,c,win
KD,6S,7C,8S,TS,KH,c,c,c,win
KH,6C,AC,TC,8H,7D,c,c,c,win
8H,JD,KH,TC,AC,6C,c,c,c,loss
TC,KC,7D,7C,6S,8D,c,c,c,win
6C,8C,QH,6H,7H,JC,c,c,c,loss
QH,9D,7S,TC,TH,JD,c,r,c,loss
9D,7C,8H,KD,7S,9C,c,c,c,loss
QC,QD,9H,AD,9D,TS,c,c,c,win
7C,AC,KH,9C,6H,JS,c,c,c,win
TS,JC,7D,8D,KS,TC,c,c,c,win
9C,9D,JH,TD,7C,7H,c,c,c,loss
QH,7D,QD,7C,KH,KC,c,c,c,win
QD,KD,8D,QS,9D,TH,c,c,c,win
AS,8S,JC,AC,9H,KC,c,c,c,loss
KC,AH,KH,6H,9H,AS,c,c,c,win
9D,JC,QH,7H,JS,8S,c,c,c,loss
9S,QS,JC,AD,TH,6C,c,c,c,loss
9D,QH,6D,TD,KH,AS,c,c,c,loss
TD,8H,KC,9C,7H,TS,c,c,c,win
9C,7C,TH,AC,AS,8C,c,c,c,loss
KS,AS,7S,9D,9H,TS,c,c,c,loss
8S,TC,TS,7C,6D,8C,c,c,c,win
AS,9S,9H,JS,6S,7C,c,c,c,win
QD,JS,KS,JH,7S,KC,c,c,c,win
AH,TC,6C,JC,8H,QC,c,c,c,win
TH,AH,7H,7C,JD,TD,c,r,r,loss
TC,7D,JC,9H,6H,AS,c,c,c,loss
6C,TC,9S,9D,7S,6S,c,r,c,loss
TH,6C,8D,QH,7S,8H,c,r,r,loss
7S,6C,6S,6D,TH,9H,c,c,c,win
AS,9H,JS,7C,6C,TH,c,c,c,loss
KH,7S,KC,6H,8C,8S,c,c,c,win
QS,JH,8H,7C,QC,KD,c,c,c,win
7H,8D,TD,7D,JD,QS,c,c,c,loss
AD,8C,JC,9S,QH,7H,c,c,c,win
7H,KS,8H,QH,7D,6D,c,c,c,loss
9C,AS,KC,TS,JD,7S,c,c,c,win
6C,6D,7D,TC,KH,8S,c,r,c,loss
8H,AS,9C,TS,QH,7S,c,c,c,win
7S,AH,AS,8D,KH,KD,c,c,c,win
8C,JH,7H,AH,8D,TH,c,c,c,loss
TH,KH,QH,7H,8S,AS,c,c,c,win
AD,TD,QC,9D,JC,AH,c,c,c,loss
