card1,card2,card3,card4,card5,bet1,bet2,result
7S,9H,KD,KC,6S,c,c,win
AH,6H,TD,6S,KS,c,c,loss
AH,QC,KC,JC,9S,c,c,win
AH,6C,7C,7S,9S,c,c,loss
9C,8D,QC,JH,JC,c,c,loss
7S,7D,8S,JD,QC,c,c,loss
6D,8C,KH,TH,QD,c,c,loss
9H,AS,KS,JS,9C,c,c,win
JC,JD,8S,9H,AD,c,c,win
AD,TC,KC,9S,9C,c,c,win
JH,TC,7S,9S,9C,c,c,win
TH,8S,7S,6S,9C,c,c,win
9H,TH,6S,QS,7S,c,c,loss
KS,TH,JD,AH,6D,c,c,win
9C,KC,9S,JS,6C,c,c,win
8D,QH,8C,8H,6S,c,c,win
KS,6D,7H,9D,KH,c,c,loss
KH,TD,QD,JS,6D,c,c,win
6S,QD,QC,8S,8D,c,c,win
AS,7D,TH,9H,JH,c,c,loss
KH,KS,9S,QD,KC,c,c,win
9S,7D,8H,7C,9H,c,c,loss
TS,8D,6H,KD,6C,c,c,win
KC,7H,6H,6C,AH,c,c,win
JH,8C,7H,KC,9S,c,c,loss
7D,8D,JC,AS,TH,c,c,loss
9D,TS,7H,6C,QC,c,c,win
TS,8H,9S,AC,7H,c,c,win
AS,QC,TD,6S,JS,c,c,loss
TD,AS,9D,9C,KS,c,c,loss
9D,QC,7D,JH,8H,c,c,win
8D,QD,7C,9H,TC,c,c,win
AS,KC,8H,9D,TH,c,c,loss
TH,QH,8C,9C,7H,c,c,win
6H,AH,8S,8H,QD,c,r,loss
KC,9H,QS,7H,JS,c,c,win
JC,8D,TS,AD,6C,c,c,loss
JC,TC,JH,JS,9H,c,c,win
JD,6S,AS,KD,QD,c,c,loss
7C,AH,6D,8S,8D,c,r,loss
6S,TD,QS,JD,AD,c,c,loss
JD,9H,7C,8H,7S,c,c,win
QS,QD,7D,TC,AH,c,c,win
6S,KC,AD,9S,6D,c,c,win
TD,9D,9C,6D,AH,c,c,win
7C,9H,9S,7H,9D,c,c,win
9D,TS,AH,6H,JH,c,c,win
6H,8C,8S,7H,9S,c,c,loss
TS,8S,7H,7S,TD,c,c,win
TH,9S,AH,7C,9H,c,c,loss
AC,JH,KS,9H,KC,c,r,loss
JH,JS,6S,KD,JC,c,c,win
TD,8C,8H,8S,QH,c,r,loss
9S,9H,6S,8C,7D,c,c,win
7S,7H,QH,KH,6S,c,c,loss
QS,KD,AS,QC,JH,c,c,win
9H,KH,KC,JC,TS,c,c,loss
8C,AC,KC,9C,AH,c,c,win
6D,7D,QS,KH,KC,c,c,loss
AH,9D,QH,7H,8C,c,c,loss
QD,8H,TS,AS,7D,c,c,loss
JD,9H,QS,KC,KD,c,c,win
QC,TD,JH,AS,JD,c,r,loss
7D,AH,7H,7C,6S,c,c,win
JD,9D,6C,KD,TD,c,c,win
8H,TH,7S,8D,KC,c,c,loss
8S,6H,8D,JS,AS,c,r,loss
TC,TD,6S,8C,6H,c,c,win
6C,8D,9C,KD,6S,c,c,loss
6D,6H,TC,QC,QD,c,c,win
TC,JD,8H,JC,9D,c,c,loss
8H,8D,7C,9D,7D,c,r,loss
6S,KD,6C,QC,JC,c,c,loss
9H,TD,KC,9S,9C,c,c,win
7C,QS,AC,8C,6S,c,c,win
TD,QD,TH,8H,7S,c,c,loss
QS,8C,8D,6S,KS,c,c,win
9S,JS,QS,TD,JC,c,c,win
7C,TH,AD,8H,QS,c,c,loss
9D,KC,AH,9H,KH,c,c,win
TD,8C,TH,QD,QC,c,r,loss
TC,7D,KS,TS,AH,c,c,win
7C,KC,KS,JD,AH,c,c,loss
JC,JS,9C,7C,KH,c,c,win
8D,AS,8S,7S,KD,c,c,loss
9C,TS,7C,QS,JH,c,c,loss
6D,JD,QD,TC,JH,c,c,loss
9H,8C,8H,KC,KD,c,c,loss
QH,TS,JS,KH,JC,c,c,loss
9D,8H,QC,KC,TS,c,r,loss
9D,AH,TD,7H,9H,c,c,loss
JC,KH,TC,AC,8H,c,c,loss
9S,9D,TS,7C,8C,c,c,loss
KD,9H,8D,6D,AS,c,c,loss
AH,KD,9C,JH,8D,c,c,loss
QH,KS,QD,9H,JD,c,c,win
7D,9H,8C,9S,KH,c,c,loss
JH,KD,7H,8S,KC,c,c,loss
9D,KH,AH,AD,9C,c,c,win
JS,QH,TC,JC,KS,c,c,win
TC,KD,AS,9H,8D,c,c,loss
9D,7H,7C,7S,AH,c,c,win
6C,8H,9H,AS,QS,c,c,loss
JH,JC,8C,AD,9C,c,c,win
9C,8D,9H,JD,7C,c,c,win
AH,AD,JH,KD,JC,c,c,loss
JC,KH,JH,KD,TC,c,c,win
8S,TC,TD,QS,6H,c,c,win
AH,KD,AD,TH,KH,c,c,loss
AH,QS,TH,8D,JS,c,c,win
KD,9S,QD,KH,6S,c,c,win
AH,7C,8D,9S,8H,c,c,loss
6S,7H,TC,6C,9C,c,c,win
8D,6C,JD,8S,JS,c,c,loss
9D,9H,AC,QC,KC,c,c,win
8H,AC,6C,9C,6D,c,c,loss
KC,TC,KH,8H,QH,c,c,win
JS,AC,7H,JH,QH,c,c,loss
TD,9S,KH,8H,JC,c,c,loss
QS,QH,9D,TS,TC,c,c,win
9S,JD,9C,AC,7H,c,c,win
TS,KS,QC,9D,9S,c,r,loss
6D,6S,7D,AD,8H,c,c,win
8D,QD,6H,7D,8S,c,c,loss
KC,AC,KH,AS,7S,c,c,loss
QD,9C,9H,9S,6D,c,c,win
QD,AC,TC,8C,KC,c,c,win
AC,KH,QS,QC,8D,c,c,loss
KC,7S,AH,6H,7D,c,c,loss
AD,7C,QD,KC,7S,c,c,loss
9S,KS,6D,AS,7D,c,c,loss
9H,TD,9S,6D,6H,c,r,loss
AH,7C,9C,TC,6D,c,c,loss
KH,QC,9D,JS,AD,c,c,win
6D,JC,QH,6S,JS,c,c,loss
JC,7H,AD,7S,7D,c,c,win
AD,6S,7S,7C,KC,c,c,loss
TH,8H,KS,QD,6D,c,c,win
9C,8S,7C,7S,TS,c,c,win
8H,8C,AD,JS,QH,c,c,loss
JS,JD,7C,6C,TC,c,c,loss
KS,JC,8S,9C,KC,c,c,loss
6H,8C,AH,9D,KH,c,c,loss
9C,JD,8C,AC,7D,c,c,loss
JS,8D,KH,TH,6D,c,c,loss
TD,8S,TC,7S,7H,c,c,win
AH,KH,KC,6S,TC,c,c,loss
KC,8H,TS,AH,AD,c,c,loss
8D,8H,9C,7H,QD,c,c,loss
TS,9H,7C,7H,6H,c,c,win
QC,JC,9C,KC,7H,c,c,win
JD,JH,KS,TH,7C,c,c,win
8S,AC,8C,7H,7D,c,c,loss
QH,AD,JD,8S,9S,c,c,win
JD,6D,TC,6S,8S,c,c,loss
QH,9S,JC,TD,AC,c,c,win
QC,8S,KH,KC,TS,c,c,win
JH,AS,6S,KD,9H,c,c,loss
8S,JD,QS,TH,7D,c,c,loss
8H,QS,6S,KS,AD,c,c,win
6H,QS,7D,AC,AS,c,r,loss
6C,8H,8S,9D,TS,c,c,win
6S,JD,TC,QC,JC,c,c,loss
TD,6S,7S,6H,QC,c,c,win
JC,8C,TC,8D,TS,c,r,loss
QD,AD,TH,6D,6S,c,r,loss
AD,7H,9D,KH,AC,c,c,loss
AC,JS,QS,QH,TH,c,c,loss
7C,JS,8D,9D,8H,c,c,win
QD,TH,AC,KS,9C,c,c,loss
QD,AC,JC,6S,TS,c,c,win
QD,AC,KC,9C,9H,c,c,loss
JD,8C,7S,KS,AS,c,c,win
AC,QD,AS,TH,QC,c,c,loss
6S,6H,9S,7S,6C,c,c,win
6D,TH,7S,JH,JC,c,r,loss
AC,7S,QD,KH,6C,c,c,loss
QS,9C,JD,8D,8C,c,c,loss
7D,9H,AD,AH,JS,c,c,loss
AD,AH,8H,AS,KH,c,c,win
AH,AS,QD,8D,JD,c,c,win
QD,6D,6C,7C,9H,c,c,win
AD,8S,QS,8C,7D,c,c,loss
QD,AD,9H,7S,QH,c,c,loss
KD,9C,6H,7D,TC,c,c,loss
JH,8H,6D,9D,9C,c,c,loss
6C,JH,6H,8S,KD,c,c,win
AS,AH,8S,TS,6S,c,c,win
AC,9C,KD,JC,8S,c,c,loss
6C,JC,9S,QS,JS,c,c,loss
JD,TC,JH,JC,TS,c,r,win
JH,QD,7C,6D,KH,c,c,loss
6D,9D,TD,KC,JD,c,c,win
7H,KH,7D,6C,6D,c,c,loss
QS,JS,7D,JD,JC,c,c,win
6C,8H,TS,TC,JC,c,r,loss
AD,JH,KD,9C,7H,c,c,loss
QD,KH,7C,QC,8D,c,c,win
7S,KH,6C,TS,KS,c,c,win
AH,7H,8D,9S,9D,c,c,loss
QD,JD,TD,7S,TH,c,c,loss
9S,7H,AC,6H,6D,c,c,loss
QD,TH,KH,AD,KS,c,c,win
9H,7D,JD,8C,KD,c,c,loss
8S,8C,KD,8D,7C,c,c,win
9D,7H,9C,AD,TD,c,c,win
JH,9C,9H,AC,KC,c,c,loss
6S,KH,7H,JD,JC,c,c,loss
QH,QC,QS,8D,6C,c,c,win
6C,JC,8D,KD,7C,c,c,loss
KS,6C,QS,QD,TH,c,c,loss
KD,8S,6C,6H,7H,c,c,loss
7H,6D,TC,QS,KH,c,c,loss
9C,AC,8D,7S,9D,c,c,win
JD,AD,AH,9D,QC,c,c,win
8D,TC,QC,6S,9S,c,c,loss
TC,6D,8S,9C,KC,c,c,loss
AS,6S,AH,6H,JC,c,c,loss
6D,TH,JD,TC,8S,c,c,win
AS,AD,9S,TC,KD,c,c,loss
KH,TS,KS,KC,TH,c,c,win
6C,QH,AS,AC,JH,c,c,loss
7D,KH,9H,TS,KD,c,c,loss
AC,JC,AH,TS,6C,c,c,loss
QD,TS,6H,8S,QC,c,c,loss
8D,6C,6S,KS,9D,c,c,win
JC,TC,AC,QH,8H,c,c,loss
JD,AC,TC,7S,AS,c,c,win
AS,AH,TS,JC,QS,c,c,loss
TH,AC,AD,AS,JC,c,c,win
KC,TD,AC,JH,8C,c,c,win
6S,AC,QD,6D,9D,c,c,win
9H,AC,AH,6D,6S,c,c,win
QC,QS,9H,7S,7H,c,c,win
TH,6H,TC,9C,7S,c,c,win
6H,TS,JS,QD,AD,c,c,loss
JC,TD,8C,7H,KH,c,c,loss
KS,9H,9S,6D,TS,c,c,win
6C,AD,AS,9S,9D,c,c,loss
TD,TC,6D,QC,KD,c,c,win
QH,6S,AC,JS,9D,c,c,win
JH,7S,7C,QS,JS,c,c,loss
6D,6H,AC,KH,JD,c,c,loss
AD,TS,8C,7S,KC,c,c,loss
JD,AD,9C,TD,QH,c,c,loss
TH,6D,JS,9S,KS,c,r,loss
QD,AH,9H,7S,QH,c,c,loss
9C,JD,6C,8S,TS,c,c,loss
TS,8D,AC,6C,QH,c,r,loss
9S,AS,8S,AH,QH,c,r,loss
9D,TD,AH,AD,QC,c,c,loss
QC,TH,7C,9S,8H,c,c,win
KH,8C,7D,6D,9C,c,c,loss
QS,KH,8H,6D,6C,c,c,loss
6H,QH,9H,8H,8D,c,c,win
KD,TC,JH,7C,7S,c,r,loss
QD,TS,QH,KD,8S,c,c,loss
JS,TC,7D,7S,JC,c,c,win
KD,TD,JC,7H,TC,c,c,win
TH,7D,6H,JS,AS,c,c,loss
TC,JC,QH,9S,6S,c,c,win
KH,6H,TC,6C,KC,c,r,loss
JC,AS,6H,JD,AC,c,c,win
9D,7H,AH,QD,JD,c,c,loss
7S,8H,QD,QC,7H,c,c,loss
AH,9D,QH,JC,KD,c,c,loss
6D,TH,9C,QC,6S,c,c,win
JC,9S,8D,QD,QS,c,c,loss
JH,QS,AS,AH,7D,c,c,win
QC,8S,AH,TD,7D,c,c,loss
8S,AH,KH,KS,JC,c,c,loss
KD,KH,TD,6H,QS,c,c,win
9S,7H,8S,TD,KD,c,c,win
AS,TS,JS,TD,9D,c,c,win
JC,7C,TH,KC,8D,c,c,win
7H,TS,AC,AH,TH,c,c,win
7C,6H,JC,9S,AC,c,c,loss
7H,6H,9C,TS,8D,c,c,loss
6D,TS,6S,7S,7H,c,r,loss
TC,7D,TD,9S,8C,c,c,loss
TC,8C,QS,7S,QC,c,r,loss
6C,8S,9H,QH,8H,c,c,loss
6H,6S,JD,7S,KC,c,c,loss
TD,8D,7S,QH,KH,c,c,loss
7D,9D,6C,6S,7C,c,c,win
KD,KH,AC,JC,8S,c,c,win
QH,6S,8C,JD,7S,c,c,loss
TS,JS,8H,9H,AC,c,c,loss
AC,7C,TS,9H,JD,c,c,loss
JH,8S,7S,9H,TH,c,r,loss
8C,JD,6D,6C,JS,c,c,loss
JC,6C,7S,7D,QH,c,c,win
9S,9C,KD,9D,6D,c,c,win
9C,QH,AD,JC,7D,c,c,loss
9D,TH,AS,TS,7S,c,c,win
6S,JD,8H,TC,6D,c,c,win
9D,AH,9C,KC,KH,c,c,loss
9C,9H,6C,KH,7S,c,r,loss
7S,9D,QS,6S,9C,c,c,win
TH,AC,8S,7H,TC,c,c,win
KD,TC,TD,6H,QD,c,c,loss
6C,9S,7D,7C,6H,c,c,win
7C,KD,8S,TS,8D,c,r,loss
9C,8D,JD,7S,QC,c,c,win
TD,KS,AH,8H,8S,c,c,win
TS,9C,AD,QS,8C,c,c,loss
7C,AH,8C,6D,9C,c,c,loss
JS,KC,7D,6S,TC,c,c,win
KC,AH,TD,TH,7S,c,c,win
7H,9H,6D,JS,TC,c,c,loss
JS,AH,JD,8S,9C,c,c,loss
JS,8D,9C,AC,7C,c,c,loss
QC,9S,JC,6H,KC,c,r,win
7D,TS,JD,6H,7H,c,c,loss
8S,7H,JH,JS,AD,c,c,loss
AC,9C,QC,QH,6D,c,c,win
9H,9S,KC,KD,7H,c,c,win
9H,KC,KD,8H,AS,c,c,win
AS,6S,7S,KH,TH,c,c,loss
QH,AC,9S,QS,6H,c,c,loss
6D,TC,JH,6C,JD,c,c,win
QD,JC,8C,QC,TS,c,c,win
AH,TD,AS,6C,QD,c,c,loss
QC,9S,TD,7C,KC,c,c,loss
JC,JH,QS,8C,AS,c,c,loss
AD,AC,KH,6H,TS,c,c,loss
8H,KS,TD,7H,AC,c,c,win
AH,8H,8S,JS,6D,c,c,loss
7S,7C,9S,JC,TH,c,c,loss
KC,6D,6C,9D,9S,c,c,loss
7H,KS,6H,AS,TS,c,c,win
7C,8H,7S,8S,JH,c,c,win
8D,7C,7S,6S,TH,c,c,win
AH,8S,9C,7C,KC,c,c,loss
7H,AS,KD,9H,JS,c,c,loss
TH,TS,8S,JH,TC,c,c,win
8H,8C,JC,AD,TD,c,c,loss
8D,AS,9S,7S,6H,c,c,loss
TD,8H,8S,7H,AS,c,c,win
8D,JS,KH,6D,AH,c,c,win
7D,QS,QC,8S,TC,c,c,loss
9C,AD,8S,QC,8C,c,c,loss
QH,KS,TC,9H,AH,c,c,win
KC,8D,JC,TS,TH,c,c,loss
QH,7H,TH,8D,QS,c,c,win
QC,AH,6S,8H,JH,c,c,win
TD,9C,TH,6S,8S,c,c,win
QC,6S,9S,7C,QH,c,c,win
8S,QH,JC,JH,AH,c,c,loss
9C,9H,7C,QH,AH,c,c,loss
QS,KC,8S,AD,JD,c,c,loss
7C,QD,KS,9C,TC,c,c,loss
TS,7H,AD,TH,6C,c,c,win
AD,7D,KD,QD,6D,c,c,win
7D,6D,6H,AS,TC,c,c,win
8C,KS,QH,6C,TD,c,c,loss
TC,QD,QS,8S,KD,c,c,win
9D,QH,9H,JD,AD,c,c,loss
JC,QH,KS,JH,6D,c,c,win
QD,9S,TC,7C,AD,c,c,loss
7S,KH,9C,KD,8S,c,c,win
KH,JD,9D,TC,8C,c,c,win
TH,JS,9D,TD,KS,c,c,win
9S,QC,6C,9H,8C,c,c,win
AC,9C,QC,7C,KS,c,c,win
9D,AH,6D,6C,7S,c,r,loss
TC,6D,8D,6H,6C,c,c,win
9C,8S,TS,JS,6S,c,c,loss
QC,JS,9C,AC,8C,c,c,win
9D,AD,KS,7H,JS,c,c,loss
9S,JH,QD,8H,7C,c,c,win
JC,AC,AS,QC,JS,c,c,win
8H,6S,TC,TH,KD,c,r,loss
9S,TD,9D,AD,QD,c,c,loss
QC,9H,TC,8H,9C,c,c,win
6S,TC,6H,9C,TD,c,c,win
JD,JH,QS,7S,KC,c,c,win
JD,7C,9D,QH,7H,c,c,win
TS,JD,QC,JC,7D,c,r,loss
8C,9D,AS,AH,9C,c,c,win
AD,QH,8S,AS,7H,c,c,loss
AD,9D,JH,TD,6C,c,c,loss
JD,9D,TS,8C,7C,c,c,win
JC,6H,QS,AD,KC,c,c,win
KC,TC,8C,9C,JC,c,c,win
AD,8C,KS,JD,JC,c,c,win
6C,JS,AS,JD,QD,c,c,loss
QH,TS,6H,7H,7S,c,c,win
8H,TS,8D,8C,TC,c,c,win
QC,JS,QS,8D,AH,c,c,win
TS,8S,KC,7C,JD,c,c,win
TC,KD,9D,7S,QH,c,c,loss
JS,AH,QD,7S,KD,c,c,loss
AS,7S,JD,TC,TD,c,r,loss
7S,8C,AD,KD,JC,c,c,loss
TD,6H,JS,7D,7S,c,c,loss
9H,7H,KC,6C,8H,c,c,win
JD,7H,8C,6H,8D,c,c,loss
JC,8D,QC,8H,6D,c,c,win
7H,JH,6H,AC,KC,c,c,win
AS,9C,AH,7S,AD,c,c,win
8C,QH,7D,9H,TC,c,c,win
7H,8H,JC,9H,KC,c,c,loss
9S,9H,6H,KD,8C,c,c,win
6D,TC,KS,7S,9H,c,c,win
AD,JD,QS,TD,AC,c,c,loss
JH,9S,JC,TD,8D,c,c,win
8H,7H,7S,6D,9D,c,c,win
9D,KD,7S,6D,KH,c,c,loss
8D,AC,JD,QD,KS,c,c,loss
7D,TS,6D,QH,KS,c,c,win
KC,9C,AS,8S,KH,c,c,win
9C,8D,6C,AD,TC,c,c,loss
6D,TH,6C,7C,AC,c,c,loss
9D,9C,8H,QS,TC,c,c,win
7D,6S,9S,8C,6H,c,c,win
AS,QD,AH,JH,8H,c,c,loss
TD,9S,AC,9C,JS,c,c,loss
JS,8H,JD,7D,KD,c,c,win
TC,6H,QD,JS,8H,c,c,win
QD,QS,AC,TH,8C,c,c,loss
JS,QD,KH,JH,9S,c,c,loss
7S,7D,JH,AH,AC,c,r,loss
QH,TC,7C,KC,KS,c,c,win
7D,KD,TH,TS,9C,c,c,loss
9H,TD,6D,TC,AS,c,c,win
AD,TC,7H,JH,7S,c,c,win
AC,KD,9C,KS,8S,c,c,loss
8S,TD,6H,KH,7S,c,c,win
KH,JH,8C,9H,QD,c,c,loss
AH,7C,TD,TC,8D,c,c,loss
QD,TC,9H,8H,TH,c,c,win
QD,KH,AC,6C,9H,c,c,loss
AD,QD,JH,AH,QH,c,c,loss
JS,9S,9D,TH,7D,c,c,loss
QS,JC,AS,AC,6C,c,c,win
JC,JS,7H,KS,7S,c,c,loss
AD,QC,AC,6D,8S,c,c,win
KC,6H,TC,AH,TH,c,c,win
TH,6D,TS,6H,QC,c,c,win
9C,7C,JD,6H,QC,c,c,loss
8S,8C,7H,9H,TH,c,c,win
6S,7S,TD,QS,8C,c,c,loss
KS,AH,9C,KD,JH,c,c,win
6S,6H,TS,AD,9D,c,c,win
AS,6S,KD,AC,7S,c,c,win
AC,TH,9H,QH,JC,c,c,win
7C,8C,JS,6H,TH,c,c,win
QC,7H,QD,JD,9H,c,c,win
QD,9C,KH,6H,8S,c,c,loss
8H,QH,9D,KH,KS,c,c,win
AS,AD,AH,9D,6S,c,c,win
TD,QS,7C,QH,QC,c,c,win
9C,QS,QH,TH,9S,c,c,loss
TD,7D,TS,JD,JC,c,c,win
7S,TC,TD,9D,9C,c,r,loss
TS,6C,7H,TD,6H,c,c,win
7S,6C,9S,9H,TS,c,c,win
8D,QH,KS,6S,TS,c,c,win
8D,6C,8H,7H,8S,c,c,win
7S,9C,JD,AH,6H,c,c,loss
AC,9C,JH,TD,TH,c,c,loss
AC,JD,QH,KD,8D,c,c,win
7C,AC,6H,JC,KC,c,c,win
QC,7S,QS,8S,7C,c,c,loss
JD,8C,AS,6H,8D,c,c,loss
TC,7H,9H,9D,8C,c,c,loss
9C,TH,6H,QS,8C,c,c,win
8C,8S,JH,QH,8D,c,c,loss
KS,TC,QS,8H,8S,c,c,win
KC,7D,KD,QD,QS,c,c,win
JD,9H,AS,QD,7C,c,c,loss
AC,9H,KH,QC,QH,c,c,loss
JS,9C,AH,AD,6H,c,c,loss
7S,KD,TH,KS,8D,c,c,win
TC,8S,6D,QC,7C,c,c,win
8D,TH,AS,6D,7D,c,c,win
AC,7H,6C,8C,QH,c,r,loss
7C,TH,QD,KD,8H,c,c,loss
7D,JC,AH,QC,JS,c,c,loss
KH,8C,JS,QH,9D,c,c,loss
AS,8C,7S,7D,9C,c,c,win
KD,8S,KC,JD,TS,c,c,win
QD,7H,9S,6C,JH,c,c,loss
QC,6H,AC,9C,AH,c,c,loss
QD,8D,9D,JH,7H,c,c,win
7C,6H,KH,JS,AC,c,c,loss
QC,JD,AC,KS,TD,c,c,win
6D,JC,9H,QH,KD,c,c,win
9H,KH,8S,QH,JS,c,c,win
6H,6C,QC,TS,KC,c,c,win
KD,KC,7D,6D,7H,c,c,win
7S,AH,TD,AD,AC,c,c,win
7S,TC,8S,KS,AH,c,c,loss
QC,9H,JD,KC,AS,c,c,win
9D,TH,QH,8S,6C,c,c,loss
8C,JC,TC,AS,7H,c,c,win
AS,JD,9S,KC,6S,c,c,loss
AS,AH,8H,6D,KS,c,c,loss
KH,7D,7S,QS,AD,c,c,win
TD,JC,9H,TH,AH,c,r,loss
AS,JD,6C,TH,JC,c,c,win
9S,QD,QC,8H,9H,c,c,win
AC,KS,9D,7D,KH,c,c,win
JH,JC,TC,JS,6C,c,c,win
JS,6S,AC,QD,KD,c,c,loss
JH,7S,KH,AD,JC,c,c,loss
6H,6C,JH,AS,AC,c,c,loss
6C,7C,TH,KD,6D,c,c,win
JH,KH,8S,9C,AD,c,c,loss
9S,7S,9H,JH,8S,c,c,win
6H,6S,AC,7S,6D,c,c,win
9H,KC,7S,JC,6H,c,c,loss
8C,9D,9H,TS,AH,c,c,loss
TH,8C,9H,7H,KS,c,c,win
9S,7H,JC,AS,KD,c,c,loss
6C,AD,KC,JC,6H,c,r,loss
6S,8H,TC,9S,7D,c,c,win
9D,7D,QS,6S,8H,c,c,win
AS,TS,7D,KH,TH,c,c,win
KH,KS,9S,6D,KD,c,c,win
8S,KS,QD,AH,8C,c,c,loss
7D,QC,7H,JC,6H,c,c,win
8C,QS,QC,7S,TC,c,c,loss
TS,AS,JC,QH,7H,c,c,win
7H,TH,QC,QD,8H,c,c,loss
AD,QC,TS,AH,TH,c,c,loss
KH,KS,7D,TH,QH,c,c,win
QC,8H,TC,8C,KS,c,c,loss
9S,KS,AD,QS,KD,c,c,win
6H,KH,TS,7D,JS,c,c,loss
AS,QC,TH,6S,9D,c,c,loss
6H,QC,JH,TS,KH,c,c,win
JH,9C,TC,6H,9H,c,c,win
8H,QH,7C,TD,TC,c,c,win
QH,AH,8H,9D,KD,c,c,win
TD,9D,AC,KH,8D,c,c,win
TS,TD,7S,KD,7H,c,c,win
6H,TC,JC,TS,QC,c,c,loss
7D,KH,JH,8S,KC,c,c,win
QS,8C,8H,9D,QD,c,c,win
TS,KH,KS,7C,7D,c,c,loss
9C,9H,KC,6H,KH,c,c,loss
8D,JC,KH,6D,7D,c,c,loss
QC,KH,9C,JD,7S,c,c,loss
6H,6C,QH,9H,6D,c,c,loss
AD,AC,8H,6S,KC,c,c,loss
TC,6C,TD,QC,QH,c,c,win
7D,JS,6C,8S,6D,c,c,loss
QC,7H,AD,TH,TC,c,c,win
8S,8H,TD,7S,7C,c,c,win
9S,KS,7H,QS,JC,c,c,loss
6S,JH,7C,AH,9H,c,c,loss
TC,JC,TD,9C,AH,c,c,loss
TC,9C,QH,KD,JS,c,c,win
JC,7S,8D,KH,6S,c,c,loss
9H,8H,9C,6H,7C,c,c,win
6C,7D,9H,AH,7H,c,c,loss
7H,JS,QS,TH,9D,c,c,win
6S,QC,QD,TH,JH,c,c,loss
KD,TD,KH,TH,8D,c,c,win
JH,KD,JC,6H,7D,c,c,loss
QS,8D,QD,AH,AD,c,c,win
6C,AS,7S,QS,TH,c,c,loss
AC,TS,9D,7H,TC,c,c,win
KS,AS,7D,QC,7S,c,c,loss
QD,QS,AC,8H,AS,c,c,loss
KD,8D,6H,QH,TD,c,c,loss
8S,KD,7S,JH,JS,c,c,loss
JD,9D,KS,6S,8C,c,c,loss
8S,KH,8D,QD,QS,c,r,loss
QD,QC,9D,AS,8S,c,c,win
TS,9H,KC,9C,AH,c,c,loss
9H,8H,QC,JC,9D,c,c,win
AC,AH,JC,6S,KH,c,c,win
AS,KD,6C,8S,TH,c,c,loss
7C,AC,AH,8H,JC,c,c,win
7H,7D,JC,TH,AS,c,c,loss
TC,KS,KD,9H,6D,c,c,win
TD,TS,TC,9C,QD,c,c,win
AS,9C,8S,JH,6D,c,c,loss
8D,AC,TC,KC,7C,c,c,loss
TC,8D,JC,QC,7D,c,c,loss
7D,6C,KC,7S,AS,c,c,win
KH,9H,7D,TH,JS,c,c,loss
KH,AD,7D,9C,AH,c,r,loss
8C,8D,6C,AS,9S,c,c,win
TS,KC,JH,KH,7D,c,c,win
8H,AC,6S,KC,8D,c,c,win
6S,AD,QH,KD,TC,c,c,win
6D,JC,9S,TD,AC,c,c,loss
QS,TH,6D,JS,TS,c,c,win
QD,8D,7D,TC,QC,c,r,loss
JD,6S,6D,8C,AS,c,c,win
6D,6S,8C,7C,7H,c,c,win
TC,9D,7H,QD,AD,c,c,loss
6S,KS,QD,AH,AS,c,c,win
8C,AD,KD,AH,AS,c,c,win
6S,8C,6D,9C,KC,c,c,loss
KD,TC,7H,KH,TD,c,c,win
KD,JD,QS,7D,9H,c,c,win
KS,TS,JC,JH,6D,c,r,loss
AD,JS,7C,KH,JC,c,c,loss
JH,9C,JD,7D,TC,c,c,loss
7S,JH,JD,9C,TC,c,c,loss
QS,TH,6S,6D,AD,c,c,loss
TD,JS,7S,QC,9H,c,c,win
9S,TH,QH,8D,6D,c,c,win
8S,AD,9H,7D,QC,c,c,win
8D,TH,6S,JC,9S,c,c,win
6S,8C,9H,8H,JH,c,c,win
JH,QS,9D,6D,6C,c,r,loss
QC,9C,QS,TD,6C,c,c,win
8C,7H,KS,8D,7S,c,c,loss
9C,AD,7D,7C,8C,c,c,loss
KS,AS,JS,8S,8H,c,c,loss
AD,KS,JH,7S,AC,c,c,loss
7S,KH,AD,6H,9S,c,c,loss
QH,QD,9S,7H,7C,c,c,win
JS,QH,7S,6D,AC,c,c,loss
KS,JS,8D,TC,6H,c,c,loss
7H,TH,JH,9C,6H,c,c,win
7S,TC,JH,KS,AC,c,c,loss
8C,TH,6D,8S,6H,c,r,loss
AH,QC,7H,9H,JS,c,c,loss
JD,JC,9D,KH,8D,c,c,loss
QS,KS,JD,QC,6C,c,c,win
AH,TC,9S,JH,AS,c,c,loss
TC,7S,JD,6S,9S,c,c,loss
9S,9H,7S,QC,8H,c,c,win
KS,7H,7D,QS,8H,c,c,loss
QH,QC,QS,JH,JC,c,c,win
QC,KH,AC,6D,TS,c,c,win
TS,KH,JS,QH,QD,c,c,win
KS,7S,JC,9C,9D,c,c,win
AS,QH,AC,TS,TH,c,c,loss
QH,7S,6S,8C,KC,c,c,win
KH,JS,8D,QS,7S,c,c,loss
QD,AH,9H,9C,AC,c,c,win
QH,7S,KS,6C,9H,c,c,loss
TD,AC,TC,7D,TH,c,c,win
JS,9S,JH,QS,8C,c,c,loss
JC,JS,JD,8S,9S,c,c,win
8S,7C,9D,7H,TH,c,c,loss
JS,7H,7D,QD,KH,c,c,loss
JD,7S,9S,9C,8D,c,c,loss
TC,JC,JS,AS,QD,c,r,loss
JD,TH,TD,8C,6C,c,r,loss
KH,JD,JS,TC,6H,c,c,loss
